ID,titulacao,tipo_vinculo,dat_admissao,tempo_de_casa,cargo,regime_trabalho_mec,horas_totais,qtd_disciplina,qtd_alunos,horas_disciplina,horas_atv_dedicacao,nota_prof
1840,Doutor              ,Aulista,04/02/2016,3,PROF. ADJUNTO I,Horista,11.67,3,200,10,0,2.61
1841,Doutor              ,Aulista,01/08/2013,5,PROF. ADJUNTO I,Regime de Tempo Integral,40,3,135,15,23.67,4.34
1842,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,14,3,60,12,0,4.81
1843,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,25.22,3,49,10,13.53,4.56
1844,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,129,8,0,3.96
1845,Mestre              ,Aulista,05/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,57,8,0,4.39
1846,Mestre              ,Aulista,01/02/2013,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,6,174,42,5,4.5
1847,Doutor              ,Aulista,02/02/2011,8,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,91,14,23.67,4.52
1848,Mestre              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,37.15,5,241,28,4.48,4.2
1849,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Integral,40,3,77,12,26,4.65
1850,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,23.33,8,107,36,0,4.03
1851,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Regime de Tempo Parcial,17.33,2,119,8,8,4.26
1852,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Regime de Tempo Parcial,40,10,341,52,9.67,4.39
1853,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,22.05,4,131,18,0,4.49
1854,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,14,4,107,20,0,4.4
1855,Doutor              ,Aulista,01/02/2012,7,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,259,12,26,4.21
1856,Mestre              ,Aulista,01/08/2011,7,PROF.  ASSISTENTE II,Horista,28,4,214,34,0,4.19
1857,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Parcial,40,8,191,27,8.5,4.63
1858,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,192,12,0,3.62
1859,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Horista,32.67,5,251,28,0,4.57
1860,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Horista,29.17,7,229,25,0,3.08
1861,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,7,2,54,6,0,4.56
1862,Doutor              ,Aulista,06/02/2012,7,PROF. ADJUNTO IV,Regime de Tempo Parcial,38,6,163,30,12.33,4.65
1863,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Parcial,40,4,238,24,12,4.56
1864,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,29.17,7,237,25,0,3.47
1865,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Regime de Tempo Parcial,40,7,264,28,9.67,4.25
1866,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,22.17,4,129,19,0,4.75
1867,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,23.33,4,150,14,7,4.3
1868,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,16.33,4,81,14,0,4.54
1869,Mestre              ,Aulista,01/02/2013,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,32.67,7,310,28,0,4.01
1870,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,41,4,0,3.55
1871,Mestre              ,Aulista,24/02/2016,3,PROF.  ASSISTENTE I,Horista,12.83,4,114,11,0,4.34
1872,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,45,8,0,4.74
1873,Doutor              ,Regime,01/02/2012,7,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,92,8,30.66,4.75
1874,Mestre              ,Aulista,01/02/2012,7,PROF.  ASSISTENTE IV,Horista,25.67,7,199,26,0,4.55
1875,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,6,144,26,9.67,4.35
1876,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Horista,23.33,5,225,20,0,4.14
1877,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,4,86,18,18.99,4.27
1878,Mestre              ,Aulista,27/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,59,8,0,3.2
1879,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Horista,18.67,5,169,16,0,4.29
1880,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,27,16,0,2.89
1881,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,33,7,208,28,5,3.76
1882,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,182,18,0,3.17
1883,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Horista,25.67,7,208,22,0,4.55
1884,Mestre              ,Aulista,16/02/2016,3,PROF.  ASSISTENTE I,Horista,4.35,2,34,3,0,3.62
1885,Pós-Doutor          ,Regime,05/03/2012,7,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,99,8,30.67,4.08
1886,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,32.67,5,328,40,0,4.11
1887,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,39,8,0,4.65
1888,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,40,7,211,22,14.33,4.7
1889,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,9.33,2,57,8,0,4.13
1890,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,2,157,30,5,4.74
1891,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,23.83,3,79,12,9.83,4.66
1892,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Parcial,35.33,5,169,46,9.67,3.93
1893,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,157,12,0,3.21
1894,Mestre              ,Aulista,01/02/2013,6,PROF.  ASSISTENTE I,Horista,23.33,6,226,32,0,4.54
1895,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,23.33,2,86,20,0,4.31
1896,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,108,6,0,3.26
1897,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,42,4,0,4.49
1898,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,23.67,3,153,14,7.33,4.54
1899,Doutor              ,Aulista,01/08/2013,5,PROF. ADJUNTO I,Horista,18.67,4,114,16,0,4.58
1900,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,28,8,208,30,0,4.16
1901,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,26.5,4,109,21,2,4.12
1902,Doutor              ,Aulista,01/08/2013,5,PROF. ADJUNTO I,Regime de Tempo Parcial,40,10,271,39,5.7,2.87
1903,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,9.27,1,31,7,0,3.78
1904,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,10.5,1,28,8,0,4.86
1905,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,22.17,3,209,19,0,4.15
1906,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,1,6,12,0,4.74
1907,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,9.33,1,75,8,0,3.27
1908,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,5,124,34,0,4.64
1909,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,74,16,0,4.55
1910,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,5,176,14,0,3.94
1911,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,32.33,7,146,26,2,4.39
1912,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,1,58,10,0,4.48
1913,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,29,8,0,4.89
1914,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,36.67,9,206,28,4,3.98
1915,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,16.33,4,104,14,0,3.12
1916,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,51,8,0,2.83
1917,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,2,91,8,0,4.44
1918,Doutor              ,Regime,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Integral,40,1,29,4,35.33,4.21
1919,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,28.67,4,211,22,3,4.83
1920,Especialista        ,Aulista,18/02/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,16,4,0,2.45
1921,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Horista,32.67,4,150,28,0,4.61
1922,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,20,3,101,12,6,3.58
1923,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,4,58,19,17.83,4.14
1924,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,28,5,221,24,0,3.98
1925,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,32.67,7,269,52,0,4.05
1926,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,11.67,3,113,10,0,4.66
1927,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,36,6,289,30,1,4.66
1928,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,5,201,20,0,2.92
1929,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,28,2,53,12,14,4.61
1930,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,3,73,12,0,4.45
1931,Especialista        ,Aulista,01/04/2016,3,PROF.  AUXILIAR I,Horista,8.17,2,62,7,0,4.3
1932,Doutor              ,Aulista,17/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,16,4,0,4.69
1933,Pós-Doutor          ,Regime,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,36.08,2,49,6,29.08,4.54
1934,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,23.33,6,224,26,0,4.22
1935,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,21,5,252,26,0,4.26
1936,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Horista,14,2,110,12,0,3.69
1937,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,14,4,101,16,0,3.06
1938,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,36.83,7,308,29,3,4.82
1939,Especialista        ,Aulista,04/04/2016,3,PROF.  AUXILIAR I,Regime de Tempo Parcial,14,5,87,12,0,4.67
1940,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,163,12,0,4.38
1941,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Integral,40,4,90,21,15.5,4.47
1942,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,31.33,3,195,16,12.67,4.44
1943,Doutor              ,Regime,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Integral,40,2,60,6,32.99,4.6
1944,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,2,74,10,0,3.89
1945,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,38,7,193,58,10,3.85
1946,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,35.17,6,261,45,2.5,3.67
1947,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,18,3,77,12,4,4.45
1948,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21.5,6,129,27,4,4.89
1949,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,19.83,4,126,17,0,4.37
1950,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,16.33,5,101,14,0,4.51
1951,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,25.67,7,173,22,0,4.12
1952,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,102,6,0,2.4
1953,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,12.83,4,144,11,0,4.7
1954,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,25.33,4,161,20,2,4.02
1955,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,34.67,2,142,28,2,4.62
1956,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Parcial,15.17,5,164,13,0,4.58
1957,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Regime de Tempo Parcial,26.67,3,94,22,3.33,4.19
1958,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,11.67,1,55,9,0,4.26
1959,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,22.67,4,75,16,4,4.34
1960,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,3.5,1,62,3,0,4.71
1961,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,18.67,4,143,16,0,4.28
1962,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Integral,40,4,154,17,20.16,4.83
1963,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,29.17,6,282,37,0,4.74
1964,Especialista        ,Aulista,02/02/2015,4,PROF.  AUXILIAR I,Horista,4.67,1,12,8,0,3.32
1965,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,22.5,1,30,8,12,4.57
1966,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,32.33,6,213,26,2,4.8
1967,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,35,7,270,30,0,4.67
1968,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Horista,9,2,112,6,2,4.58
1969,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,17.5,3,116,33,0,4.68
1970,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,1,12,8,0,3.76
1971,Especialista        ,Aulista,02/02/2015,4,PROF.  AUXILIAR I,Horista,4.67,1,6,4,0,3.9
1972,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,4,79,20,0,3.87
1973,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,36.5,7,235,30,1.5,4.08
1974,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,35,4,63,30,0,3.59
1975,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,18.67,2,148,16,0,4.78
1976,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,33.67,2,130,28,1,4.65
1977,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,29.17,2,90,12,14,4.58
1978,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,24.5,6,231,29,0,4.78
1979,Mestre              ,Regime,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,4,61,12,26,2.63
1980,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,22.67,6,119,16,4,4.74
1981,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Horista,18.33,4,60,14,2,4.28
1982,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,14,1,33,12,0,3.96
1983,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,27.33,2,20,20,4,4.95
1984,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,4.6,1,31,3,0,3.62
1985,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,23.47,1,60,20,0,2.54
1986,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,29,4,0,3.84
1987,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Regime de Tempo Parcial,22,2,83,12,8,4.35
1988,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Integral,40,3,135,12,26,3.77
1989,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Horista,9.33,1,10,8,0,4.78
1990,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Horista,34.58,7,197,26,4.25,4.68
1991,Doutor              ,Regime,09/03/2015,4,PROF. ADJUNTO I,Regime de Tempo Integral,40,2,124,8,30.67,3.83
1992,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Parcial,31.33,3,71,19,8,4.68
1993,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,10.5,1,25,8,0,3.04
1994,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,9.33,1,11,8,0,3.87
1995,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,18.67,4,79,14,2.33,4.82
1996,Mestre              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,17.5,5,126,15,0,4.24
1997,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,4,143,24,0,3.77
1998,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,1,81,8,0,4.75
1999,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,3,170,16,0,4.67
2000,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,19,12,0,3.9
2001,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,15.9,5,112,13,0,4.48
2002,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,30,4,0,3.51
2003,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,16.33,4,112,14,0,4.87
2004,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,14,2,156,12,0,3.67
2005,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,23.33,2,200,20,0,4.05
2006,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,15.17,5,85,13,0,4.74
2007,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,66,8,0,4.7
2008,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,73,8,0,4.66
2009,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,7,2,16,10,0,4.55
2010,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,105,9,0,3.09
2011,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,83,18,0,4.07
2012,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,18.67,4,110,22,0,4.28
2013,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,39,3,98,10,27.34,3.82
2014,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,19,3,174,12,5,3.3
2015,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,16,4,0,4.67
2016,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,4,228,12,0,4.52
2017,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,29,4,0,3.79
2018,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,17.5,3,76,15,0,4.62
2019,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,28,2,197,24,0,4.14
2020,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,31,4,0,2.99
2021,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,1,30,7,0,3.51
2022,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,8.17,1,26,6,0,3.56
2023,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,117,12,0,3.94
2024,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,116,12,0,4.15
2025,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,14,3,97,12,0,3.95
2026,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,2,77,10,0,4.54
2027,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,9.33,2,119,8,0,4.62
2028,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,123,12,0,4.59
2029,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,142,12,0,3.56
2030,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,4,67,12,0,4.15
2031,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,3,171,16,0,4.77
2032,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,13.18,2,45,10,0,4.59
2033,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,13.42,2,45,10,0,4.75
2034,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,15,4,0,4.82
2035,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,9.33,1,12,8,0,3.17
2036,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,3.5,1,55,3,0,4.21
2037,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,9.33,1,12,8,0,3.99
2038,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,24.23,2,86,19,0,4.1
2039,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,10.5,2,79,9,0,2.5
2040,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,160,12,0,3.04
2041,Mestre              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,3,96,10,0,4.31
2042,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7.33,1,17,4,2.67,3.55
2043,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,1,29,12,0,3.58
2044,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,68,12,0,4.36
2045,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,4,193,12,0,3.03
2046,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,118,10,0,4
2047,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,32,3,110,20,8.67,4.79
2048,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,26,4,0,4.32
2049,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,2,51,10,0,4.43
2050,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,84,8,0,4.81
2051,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,24,4,0,2.8
2052,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,2.33,1,17,2,0,4.46
2053,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,63,8,0,3.28
2054,Doutor              ,Regime,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Integral,40,1,45,8,30.67,2.99
2055,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,82,12,0,3.97
2056,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,145,10,0,3.11
2057,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,3,199,20,0,4.38
2058,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,90,8,0,4.55
2059,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,12,4,0,4.67
